gene_name	Control_Rep.A	Control_Rep.B	Treat1_Rep.A	Treat1_Rep.B	Treat2_Rep.A	Treat2_Rep.B	Treat3_Rep.A	Treat3_Rep.B
C1_00010W_A	1	0	1	2.807354922	5.129283017	4.807354922	2	0
C1_00020C_A	9.651051691	9.317412614	9.152284842	9.317412614	10.88569637	11.04302728	10.17242751	9.763212367
C1_00030C_A	5.459431619	4.700439718	4.64385619	5.357552005	6.14974712	6.087462841	6.087462841	4.906890596
C1_00040W_A	10.88493365	10.47167521	11.35259523	12.23930017	11.26268214	11.43879185	13.09572667	12.32558655
C1_00050C_A	0	1	1	5.882643049	5.426264755	5.554588852	3	3.321928095
C1_00060W_A	13.40673648	13.04746477	12.86205613	13.09027786	13.15592502	13.35851385	13.25103853	13.00509818
C1_00070W_A	12.8637991	12.68737568	12.6291289	12.23810614	11.15671514	11.37340896	10.8153833	10.48179943
C1_00080C_A	10.37503943	9.812177306	10.15101654	9.955649908	10.40832974	10.65284497	9.649256178	9.426264755
C1_00090W_A	7.330916878	6.614709844	6.129283017	6.882643049	7	7.247927513	5.523561956	5.672425342
C1_00100C_A	9.995767151	10.05256805	10.87728413	10.88264305	10.75988818	10.99010396	10.89784546	10.52552081
C1_00110W_A	12.60130653	12.75780667	13.17367714	13.26810334	13.93682194	14.15884633	12.94727165	12.88302507
C1_00120C_A	10.73301532	10.66088727	11.1234748	10.77231457	10.91662592	11.04848687	10.59712143	10.15987134
C1_00130C_A	11.06944977	10.80815977	11.27844946	11.19044202	11.98156728	12.04644195	11.81738343	11.70087316
C1_00140W_A	11.04302728	11.197831	10.89784546	11.06339508	11.6379833	11.84862294	10.77725532	10.82097669
C1_00150C_A	9.899356923	9.915879379	10.5574637	10.68825031	10.62296694	10.77725532	10.48482289	10.41574177
C1_00160C_A	13.42390377	13.75988818	12.94233122	11.22941969	11.24138736	11.34872815	9.802516365	9.845490051
C1_00170W_A	10.8273427	10.49485558	12.02479338	9.885696373	11.83526092	11.98121049	12.42992974	11.23361968
C1_00180W_A	15.69247929	15.92362925	15.42157178	14.58771893	12.02444712	12.17398937	12.69675024	12.18920683
C1_00190C_A	3	2.584962501	1	4.459431619	5.832890014	6.044394119	2.321928095	3.169925001
C1_00200C_A	6.044394119	6.108524457	5.727920455	6.50779464	8.77807713	8.599912842	7.076815597	7.076815597
C1_00210C_A	13.13538865	12.68013972	11.89935692	11.64745843	12.17804233	12.27612441	11.29059489	11.41362793
C1_00220W_A	13.4939805	13.26091953	13.58437535	12.90463462	13.11894107	13.21051915	12.86031105	12.64182597
C1_00230C_A	9.714245518	9.659995892	9.77478706	9.948367232	10.27844946	10.38262403	10.54303182	10.18735207
C1_00270W_A	6.022367813	4.392317423	7.348728154	6.686500527	4.321928095	4.523561956	4.64385619	5.857980995
C1_00280C_A	0	0	0	0	0	0	0	0
C1_00290W_A	10.28308835	9.194756854	10.46250227	10.82257083	8.607330314	8.658211483	9.495855027	10.48984796
C1_00310W_A	10.25384748	9.303780748	9.853309555	10.69870467	11.36413466	11.34762137	12.39204904	12.09209641
C1_00320W_A	10.11634396	9.733015322	10.13057056	9.980139578	10.80009099	10.82177398	10.50779464	10.27262978
C1_00330C_A	10.44501485	10.47065887	12.01227534	12.21492619	12.16050175	12.23571509	12.2227949	11.98441846
C1_00340W_A	10.22400167	10.5943246	12.45763738	12.39526635	12.7934001	12.90256354	12.88893347	12.62067804
C1_00350C_A	8.475733431	9.667111542	10.34207467	10.75154406	10.7984718	10.7984718	10.8273427	10.82257083
C1_00360W_A	7.77478706	8.503825738	9.656424863	9.862637358	11.22580994	11.34651373	10.9403136	10.84470576
C1_00370W_A	8.038918989	7.787902559	8.317412614	8.321928095	8.933690655	8.918863237	7.930737338	7.794415866
C1_00380C_A	10.43462823	10.41362793	10.91587938	10.86882255	11.12476754	11.16302064	9.949826711	9.984418459
C1_00390W_A	9.84862294	9.509775004	9.712527	10.36741475	10.45327063	10.55937709	9.779719355	9.68474862
C1_00400W_A	10.76570049	11.01541505	11.1376316	10.83368075	11.24733418	11.32023645	10.88264305	10.46250227
C1_00410C_A	9.082149041	9.698704667	9.609178738	9.903881846	10.71424552	10.76487159	9.951284715	9.796039609
C1_00420W_A	12.81738343	11.59618976	11.47927503	11.26561505	10.99929539	10.98370619	11.09077405	11.00351791
C1_00430W_A	9.995767151	9.948367232	10.13955135	10.4419067	10.78545247	10.89708913	10.3858624	10.05528244
C1_00440W_A	12.48633225	12.30435132	12.53746109	12.73068241	13.23107114	13.25871324	12.54665335	12.71617641
C1_00450C_A	11.16616308	11.2708793	11.00912879	10.43567026	9.717676423	9.810571635	10.24792751	10.00982862
C1_00460W_A	10.89935692	11.13635034	10.89935692	10.65374078	11.11048331	11.23421868	11.00070427	10.65821148
C1_00470C_A	10.91288934	10.20945337	9.914385132	9.079484784	10.26912668	10.36959735	10.15734694	10.23002044
C1_00480C_A	11.32023645	11.62935662	11.96397979	11.56271943	11.17180229	11.13955135	11.09275714	10.85642553
C1_00490C_A	12.36303963	12.01785233	12.59362455	12.36741475	14.4372319	14.5580021	14.04524773	13.7084373
C1_00500C_A	12.34290803	12.11211366	12.18889787	11.92666663	12.74840253	12.7561393	12.36959735	11.99859043
C1_00510W_A	10.52454172	10.44914865	10.44811631	10.04575966	9.584962501	9.696967526	8.13442632	7.77478706
C1_00520W_A	10.18735207	9.588714636	10.00422047	8.882643049	9.902375114	9.888743249	9.805743872	9.566054038
C1_00530C_A	11.033423	10.02097994	10.37829486	11.0409746	11.28135051	11.39285404	10.70994538	10.86263736
C1_00540C_A	8.980139578	9.28077077	10.69957245	11.30320995	11.29347165	11.4325419	10.83289001	10.62388149
C1_00550W_A	9.276124405	8.851749041	9.400879436	10.10459875	10.58025857	10.66799854	10.79766153	10.63026713
C1_00560W_A	8.262094845	8.960001932	10.40194612	10.03754695	10.30035256	10.33873638	9.164906927	9.136991112
C1_00570C_A	9.756556323	9.290018847	9.896332404	10.31514956	10.95710204	11.02859678	10.20579325	10.11374217
C1_00580W_A	9.221587121	8.214319121	7.781359714	8.77807713	9.535275377	9.594324604	9.847057346	9.541096615
C1_00590W_A	13.14529533	14.04482099	13.64498286	13.32164629	12.91045536	13.01698235	11.91774501	11.86882255
C1_00600W_A	10.01959073	10.06474276	10.53138146	10.72109919	11.71080643	11.76818432	10.67330908	10.64024494
C1_00610W_A	12.38801729	11.78258876	11.32586758	11.58167136	11.87498135	11.97405602	12.15291858	12.1179677
C1_00620W_A	10.14465824	9.997179481	10.29691621	10.69870467	11.31514956	11.36084708	11.48280796	11.29519496
C1_00630W_A	8.77478706	7.988684687	6.930737338	7.238404739	9.044394119	9.131856961	8.13442632	8.321928095
C1_00640C_A	9.087462841	10.80976813	11.86418614	11.76818432	11.86186234	11.91587938	9.876516947	10.1959873
C1_00650C_A	10.82017896	10.63481105	10.64295422	10.59712143	11.01820018	11.07881795	10.86727874	10.76570049
C1_00660C_A	10.14082977	10.30149619	10.82972274	11.23361968	11.23002044	11.19105921	11.41732512	11.12153352
C1_00670C_A	8.810571635	8.271463028	8.569855608	8.930737338	10.23481743	10.28540222	8.77807713	8.82336724
C1_00680W_A	9.144658243	8.592457037	9.016808288	8.754887502	9.385862401	9.394462695	8.033423002	8.13442632
C1_00690W_A	9.753216749	9.607330314	9.430452552	9.247927513	10.37177664	10.30378075	9.856425529	10.09011242
C1_00700W_A	9.707359132	9.864186145	9.422064766	9.37721053	9.513727596	9.301496195	9.515699838	9.909893084
C1_00710C_A	12.64498286	12.84392105	12.85389431	12.69479315	12.54085453	12.62365291	12.74399286	12.73914771
C1_00730C_A	11.04439412	11.00982862	10.94251451	10.89481776	11.41256985	11.47319838	10.83368075	10.94617524
C1_00740C_A	11.58402294	12.01959073	12.54761755	12.18673329	12.46709603	12.38613194	10.6183855	11.05866825
C1_00750C_A	11.26502894	10.70390357	11.15228484	11.75530489	12.46531131	12.52747701	11.88340699	11.82137539
C1_00760W_A	10.15481811	9.674192268	10.01541505	10.10459875	11.2772874	11.38640142	10.06204614	10.02375435
C1_00770C_A	8.873444113	8.939579214	8.876516947	8.479780264	7.857980995	7.851749041	8.550746785	8.46760555
C1_00780C_A	6.768184325	6.64385619	6	5.95419631	9.041659152	9.092757141	7.451211112	7.434628228
C1_00790W_A	7.199672345	8.17990909	8.321928095	8.379378367	8.797661526	8.714245518	8.6794801	8.665335917
C1_00800C_A	9.319672121	10.36303963	10.75070699	9.856425529	8.724513853	8.531381461	8.413627929	8.515699838
C1_00810W_A	7.499845887	8.016808288	8.392317423	7.794415866	7.686500527	7.64385619	8.73809226	8.731319031
C1_00820W_A	7.599912842	7.451211112	7.22881869	6.918863237	9.20701432	8.933690655	8.74819285	9.214319121
C1_00830W_A	9.194756854	7.982993575	7.383704292	7.882643049	9.707359132	9.731319031	8.882643049	9.216745858
C1_00840C_A	7.832890014	9.797661526	10.99647349	9.818582177	9.344295908	9.355351096	9.839203788	9.881113961
C1_00850W_A	7.375039431	6.686500527	6.95419631	5.95419631	9.45532722	9.475733431	10.47775827	10.36522885
C1_00860W_A	8.636624621	8.076815597	8.204571144	7.794415866	9.758223215	9.743151394	9.321928095	9.535275377
C1_00870W_A	10.59058705	10.42206477	11.09143539	11.12282799	11.39446269	11.47927503	12.38801729	12.14306428
C1_00880W_A	7.033423002	7.794415866	5.977279923	6	6.965784285	6.857980995	7.741466986	7.483815777
C1_00890W_A	10.55554777	10.21188829	10.20701432	10.30263892	10.59058705	10.65105169	10.1382718	10.03066714
C1_00900W_A	9.192292814	9.906890596	10.60362634	9.105908509	9.556506055	9.611024797	8.375039431	8.233619677
C1_00910W_A	7.614709844	8.266786541	8.357552005	7.562242424	8.113742166	8.169925001	8.233619677	8.558420713
C1_00920W_A	9.826548487	9.859534786	10.24317398	10.54785851	11.24019505	11.19967234	11.1234748	11.08878824
C1_00930C_A	11.99929539	11.92369888	11.99364606	12.63072216	12.63185913	12.69935556	11.43410693	11.60547952
C1_00940W_A	10.00562455	10.18858885	10.3140167	9.611024797	10.37829486	10.36303963	9.285402219	9.202123824
C1_00950C_A	10.67595703	11.19537221	12.23870328	11.01402047	10.77066389	10.86108691	12.79968636	12.509775
C1_00960C_A	9.603626345	9.677719642	10.67419227	11.07347215	11.39070637	11.43514934	10.5137276	10.42206477
C1_00970W_A	7.459431619	6.894817763	7.539158811	7.832890014	8.189824559	8.438791853	7.6794801	7.658211483
C1_00980W_A	8.854868383	9.710806434	9.902375114	9.686500527	9.903881846	10.03479896	9.37286506	9.100662339
C1_00990C_A	10.30263892	10.80574387	11.63481105	11.04848687	11.39016896	11.46147945	10.19844504	10.23002044
C1_01000C_A	9.523561956	9.426264755	9.052568051	8.721099189	9.54303182	9.672425342	8.434628228	8.326429487
C1_01010W_A	11.63163181	11.62433855	11.29347165	11.28828934	10.79766153	10.81297947	11.39124359	10.96144969
C1_01030W_A	11.39606956	11.60917874	11.66711154	10.90388185	11.2644426	11.28540222	9.45532722	9.631177056
C1_01040W_A	10.15228484	9.73978061	10.50382574	10.87190524	12.44138803	12.56295787	11.33035672	11.05256805
C1_01050C_A	11.33371443	11.46811489	11.63481105	11.37068741	12.13185696	12.13955135	11.67242534	11.64790807
C1_01060W_A	13.36057278	13.16113188	13.51754637	13.15117514	13.7208855	13.79177338	13.3376219	12.95819018
C1_01070C_A	9.187352073	9.216745858	9.11113567	9.631177056	9.661778098	9.672425342	9.172427509	8.894817763
C1_01080W_A	9.025139562	8.988684687	9.560332834	9.871905238	9.86727874	10.06069593	9.988684687	9.756556323
C1_01090C_A	9.588714636	9.99859043	10.00702727	9.758223215	9.884170519	9.864186145	9.731319031	9.721099189
C1_01100W_A	10.48784003	9.992938336	9.978710459	10.82017896	11.49785184	11.57506646	10.50084188	10.63390341
C1_01110C_A	11.52356196	11.6105635	12.69696753	13.19706308	12.21310422	12.25089054	11.0986901	11.40832974
C1_01130W_A	10.11374217	10.60733031	10.80815977	12.28308835	10.27029533	10.35204343	10.45327063	10.01959073
C1_01140C_A	12.79543092	12.17959813	10.13185696	11.04165915	10.23601419	10.37721053	10.63843591	10.50878516
C1_01150C_A	9.45532722	9.938109326	10.54109662	10.02652344	10.3586512	10.32755264	8.45532722	8.257387843
C1_01160C_A	8.044394119	9.189824559	10.22400167	9.594324604	10.23002044	10.2911707	9.625708843	9.415741768
C1_01170C_A	8.092757141	9.131856961	10.10197567	9.995767151	10.17617315	10.15860969	9.836050355	9.603626345
C1_01180C_A	4.584962501	4.523561956	7.787902559	9.2644426	9.719388821	9.592457037	6.285402219	6.169925001
C1_01190C_A	11.17055104	10.56700537	10.63026713	10.6635581	11.3885555	11.4807902	10.65284497	10.65374078
C1_01200W_A	10.28655776	10.13185696	10.07547915	10.22400167	10.93663794	10.94836723	10.01541505	10.01402047
C1_01210W_A	10.39660478	9.985841937	9.09011242	9.768184325	12.10131915	12.21947107	10.52160044	10.77725532
C1_01220C_A	8.383704292	5.392317423	5.247927513	5.523561956	7.06608919	6.700439718	7.994353437	7.761551232
C1_01240W_A	8.055282436	7.599912842	6.491853096	6.857980995	7.169925001	7.330916878	7.247927513	7.076815597
C1_01250W_A	11.3089078	11.43097517	12.15797845	12.43749201	12.6941402	12.78340754	11.51816136	11.63617144
C1_01260C_A	9.108524457	8.562242424	8.103287808	7.971543554	8.430452552	8.554588852	7.982993575	7.813781191
C1_01270W_A	11.183015	10.92332749	10.69174352	10.43462823	10.12670447	10.12799432	10.47775827	10.23601419
C1_01280C_A	6.965784285	6.832890014	7.426264755	7.330916878	8.696967526	8.618385502	7.721099189	7.971543554
C1_01290C_A	9.169925001	8.957102042	8.124121312	8.897845456	9.831307244	9.768184325	8.64385619	9.063395081
C1_01300W_A	11.87881728	11.65910396	11.82813648	11.81977993	12.19567979	12.18580462	11.80936621	11.70994538
C1_01310W_A	0	1.584962501	2.584962501	4.700439718	5.247927513	5.087462841	2.321928095	1.584962501
C1_01320W_A	12.17180229	12.34706766	12.45763738	12.57577558	12.30663136	12.37666806	11.6105635	11.53235593
C1_01330C_A	10.51175265	10.82017896	11.03479896	10.87036472	10.84156435	10.91587938	11.45481335	11.02375435
C1_01340C_A	8.6794801	8.614709844	8.936637939	9.30833903	10.39339046	10.37503943	9.631177056	9.681238412
C1_01350C_A	14.54677391	14.7004939	14.56098954	14.12509054	13.45339926	13.49323001	13.0664256	12.8622499
C1_01360C_A	13.53612577	12.62570884	11.31288296	10.45224124	9.364134655	9.560332834	10.35314683	10.39016896
C1_01370C_A	14.58613609	14.71096782	14.08895383	13.31274117	10.18735207	10.34429591	11.32192809	10.5574637
C1_01380C_A	8.442943496	9.449148645	10.02236781	7.442943496	9.71596199	9.627533884	7.426264755	7.294620749
C1_01390C_A	7.971543554	8.312882955	10.06608919	9.726218159	10.10590851	10.28077077	10.027906	9.882643049
C1_01400C_A	10.48884435	10.13442632	9.851749041	9.856425529	11.18920683	11.19537221	11.0175044	10.87958325
C1_01420C_A	9.64385619	9.614709844	10.22881869	9.859534786	10.26795708	10.32755264	10.58777752	10.2179577
C1_01440C_A	2.807354922	1.584962501	3.169925001	3.906890596	5.129283017	4.906890596	4.087462841	2
C1_01450W_A	10.20212382	10.82892983	11.4252159	11.33985	11.16239133	11.17305246	10.25856603	9.951284715
C1_01460W_A	10.08480839	9.447083226	9.873444113	10.13955135	10.04848687	10.15228484	10.33203655	9.994353437
C1_01470W_A	11.38532318	11.69435789	12.12509054	11.68474862	12.24317398	12.28944258	11.68387187	11.52991853
C1_01480C_A	15.61001553	15.94457481	15.39981196	13.82167434	11.945078	12.0657527	12.23092109	11.41362793
C1_01490W_A	12.62684976	12.54424001	12.34151882	11.68387187	12.16710448	12.20365389	14.32811389	13.92527626
C1_01500W_A	2	0	0	1	2	1.584962501	0	1
C1_01510W_A	4.459431619	4.321928095	6.285402219	7.055282436	6.686500527	6.807354922	8.361943774	7.129283017
C1_01520C_A	12.60894781	12.57056729	12.21127995	12.15860969	12.43280286	12.48708634	13.03066714	12.6295843
C1_01530C_A	12.81838246	12.9690267	12.97297979	11.78545247	12.27146303	12.26649376	11.53818893	11.39927792
C1_01540W_A	11.06608919	10.47573343	10.81217731	11.08679969	11.73851453	11.77396337	11.3140167	11.39124359
C1_01550W_A	10.215533	10.08878824	10.63390341	10.70908381	11.4604559	11.47927503	11.44966454	11.39499851
C1_01560W_A	10.52747701	10.93957921	11.65508345	12.17554955	12.18827975	12.32727194	11.47269084	11.3885555
C1_01570C_A	9.479780264	9.681238412	10.10590851	9.941047606	9.147204925	9.250298418	9.37286506	9.224001674
C1_01580W_A	9.942514505	10.98085361	11.09275714	10.76818432	10.37395266	10.48482289	9.804131021	9.700439718
C1_01590C_A	12.24228095	12.29949424	12.73703604	12.85213933	13.34512799	13.42403503	12.42914517	12.4540422
C1_01600W_A	10.25266543	11.6128685	11.48733762	11.08547246	10.96144969	10.96578428	9.905387005	10.05392588
C1_01610C_A	6.475733431	5.672425342	6.169925001	6.087462841	8.997179481	9.057991723	8.921840937	9.266786541
C1_01620C_A	6.807354922	6.754887502	5.700439718	5.426264755	7.693486957	7.794415866	7.851749041	7.851749041
C1_01630W_A	10.01820018	9.700439718	9.326429487	8.854868383	9.087462841	9.052568051	10.70649602	10.47167521
C1_01640W_A	11.09341756	11.71938882	11.72494012	10.59898297	9.930737338	9.952741247	8.471675214	7.864186145
C1_01650W_A	12.0657527	11.11113567	10.32418055	10.70303839	11.54206454	11.49485558	12.17336483	11.9199806
C1_01670C_A	8.804131021	8.997179481	9.394462695	9.35974956	10.44914865	10.23242093	9.529430554	10.06608919
C1_01680C_A	8.807354922	10.31967212	10.63208641	10.25856603	10.25148241	10.13570929	9.612868497	9.552669098
C1_01690C_A	13.85895231	13.88426593	13.17601727	13.03256236	12.55434902	12.62342429	12.88683971	12.24466114
C1_01700W_A	11.53040634	11.36303963	10.99506047	11.24376903	11.49984589	11.48280796	11.09803208	11.19044202
C1_01710W_A	10.46862404	10.36522885	8.962896005	10.03066714	10.30035256	10.28540222	9.499845887	9.77148947
C1_01720C_A	6.64385619	6.781359714	6.539158811	6.392317423	6	5.882643049	4.459431619	5.426264755
C1_01740W_A	4.754887502	5.044394119	3.807354922	3.321928095	7.813781191	7.721099189	8.370687407	8.129283017
C1_01750W_A	11.13121391	10.42626475	10.21431912	8.968666793	9	8.994353437	7.707359132	8.076815597
C1_01760W_A	9.087462841	8.503825738	9.457380879	9.523561956	10.69870467	10.81378119	9.584962501	9.370687407
C1_01770W_A	8.839203788	8.596189756	8.417852515	8.214319121	9.483815777	9.396604781	9.17990909	9.159871337
C1_01780C_A	10.04712391	8.857980995	8.479780264	8.400879436	9.599912842	9.5980525	9.569855608	9.394462695
C1_01790W_A	10.74735383	10.90463462	11.35149141	11.42992974	10.90086681	10.95637616	10.48280796	10.5574637
C1_01800W_A	9.903881846	9.894817763	10.36194377	10.34762137	10.82495874	10.84862294	10.48280796	10.36522885
C1_01810C_A	10.58777752	9.620219826	9.688250309	9.729620744	12.05799172	12.17336483	11.9690267	11.84313591
C1_01820C_A	9.517669388	9.558420713	9.876516947	9.442943496	10.13955135	10.12928302	9.980139578	9.751544059
C1_01830C_A	11.18177344	10.16616308	9.434628228	9.266786541	11.1176431	11.10459875	10.69348696	10.68737568
C1_01840C_A	9.396604781	7.906890596	5	5.459431619	6.50779464	6.768184325	6.741466986	6.475733431
C1_01850C_A	9.126704473	9.379378367	9.670656249	9.392317423	10.357552	10.35314683	10.00842862	9.851749041
C1_01860W_A	10.20945337	10.78953364	11.38424412	11.11309098	11.94982671	11.96072599	11.14338321	10.95564991
C1_01870C_A	12.51840728	12.60037755	12.45609768	11.86920825	11.95455985	11.96866679	11.63117706	11.43462823
C1_01880C_A	8.703903573	8.103287808	8.499845887	8.154818109	8.95419631	9.177419538	9.098032083	9.144658243
C1_01890C_A	10.74735383	10.12282799	10.66533592	11.01262454	10.69348696	10.78626963	11.42836017	11.09275714
C1_01900C_A	10.17367714	9.897845456	10.3376219	10.42416629	11.2708793	11.39874369	10.73809226	10.69957245
C1_01910W_A	11.31004468	11.35424938	11.16804527	10.55554777	11.09209641	11.12023788	10.15101654	10.07414146
C1_01920W_A	8.388017285	8.939579214	9.533329732	9.695228291	11.07948478	11.09934781	10.32867493	10.42206477
C1_01930W_A	11.59991284	9.781359714	10.66977089	9.036173613	10.52649924	10.56605404	11.70347105	11.52454172
C1_01940C_A	9.645658432	9.949826711	10.35974956	9.899356923	10.21916852	10.20089861	9.581200582	9.588714636
C1_01950C_A	10.48784003	9.857980995	9.941047606	9.52160044	9.926295995	9.802516365	9.060695932	9.299208018
C1_01970W_A	0	0	0	3.321928095	4.169925001	4.087462841	1	0
C1_01980W_A	7.672425342	7.357552005	7.375039431	8.28077077	9.62935662	9.717676423	8.483815777	8.243173983
C1_01990W_A	5.209453366	4.321928095	1.584962501	4.700439718	6.614709844	6.988684687	3.169925001	3.700439718
C1_02000W_A	10.49884921	10.42206477	10.56224242	11.2137118	11.98513037	11.95019135	11.59105477	11.61194694
C1_02010C_A	9.573647187	8.243173983	8.335390355	8.30833903	9.571752644	9.513727596	8.409390936	8.784634846
C1_02020W_A	9.417852515	8.383704292	8.807354922	7.515699838	9.459431619	9.449148645	8.891783703	8.794415866
C1_02030C_A	8.632995197	8.375039431	8.511752654	8.832890014	9.459431619	9.583082768	9.21916852	9.060695932
C1_02040C_A	10.22400167	9.605479518	7.276124405	8.247927513	10.10066234	10.14338321	9.216745858	9.579315938
C1_02050C_A	10.99717948	11.15228484	11.26502894	11.45327063	11.48331195	11.52454172	12.12799432	12.04644195
C1_02060W_A	9.47370575	8.903881846	8.640244936	8.651051691	8.820178962	8.813781191	8.54303182	8.515699838
C1_02070W_A	5.523561956	4.95419631	3	5.321928095	5	5.357552005	2.321928095	2.321928095
C1_02080W_A	6.918863237	7.882643049	9.422064766	8.459431619	8.511752654	8.632995197	7.900866808	8.06608919
C1_02090C_A	8.113742166	8.379378367	9.211888295	8.599912842	9.4325419	9.539158811	8.854868383	9.057991723
C1_02100W_A	8.049848549	8.224001674	8.417852515	8.28077077	9.83447105	9.95419631	10.33873638	10.42940674
C1_02110C_A	7.238404739	6.794415866	5.392317423	5.882643049	7.912889336	8.044394119	6.554588852	6.303780748
C1_02120C_A	13.39553414	14.81623369	13.51249357	13.71488943	11.8008999	11.82575383	11.57222651	11.30263892
C1_02130C_A	11.02097994	11.0986901	7.622051819	8.479780264	10.27844946	10.29806257	8.28077077	8.717676423
C1_02140C_A	1.584962501	1.584962501	1.584962501	2.321928095	4.087462841	3.700439718	2	3
C1_02150W_A	11.19660213	10.95564991	6.108524457	7.707359132	9.368506462	9.50779464	9.20701432	9.813781191
C1_02160W_A	8.17990909	8.479780264	8.682994584	8.330916878	10.13185696	10.32192809	9.871905238	9.911391988
C1_02170C_A	8.103287808	8.463524373	7.787902559	7.599912842	9.987264012	9.903881846	9.513727596	9.47370575
C1_02180W_A	11.22580994	11.60825482	8.276124405	9.417852515	10.71166697	10.66088727	9.357552005	9.321928095
C1_02190W_A	7.62935662	8.550746785	9.199672345	7.888743249	9.189824559	9.177419538	7.651051691	8.087462841
C1_02200C_A	8.832890014	8.651051691	8.531381461	8.447083226	9	8.971543554	8.082149041	7.994353437
C1_02210W_A	10.53138146	10.60917874	9.638435914	9.753216749	10.17866485	10.1959873	10.00140819	9.821773982
C1_02220C_A	9.605479518	8.8008999	9.100662339	8.832890014	10.22761594	10.29001885	10.47978026	10.54399845
C1_02230W_A	10.24198315	10.64475759	10.99223026	11.04848687	11.42048661	11.40832974	11.36029843	11.49485558
C1_02240W_A	10.58308277	11.19660213	11.95819018	11.90312868	11.69435789	11.72152646	11.61700823	11.66711154
C1_02250W_A	10.05799172	9.927777962	10.31741261	10.39767463	9.744833837	9.503825738	11.46096776	11.8008999
C1_02260C_A	11.2137118	11.09077405	11.41362793	11.15038197	11.51668495	11.47978026	11.49585503	11.55170826
C1_02270C_A	7.592457037	7.50779464	6.918863237	7.247927513	9.366322214	9.495855027	7.50779464	7.539158811
C1_02280C_A	8.262094845	8.710806434	8.906890596	8.829722735	9.30833903	9.226412193	9.129283017	9.350939182
C1_02290C_A	9.652844973	10.27496047	11.00070427	10.96506276	11.36741475	11.32642949	10.56605404	10.95710204
C1_02300W_A	7.672425342	8.038918989	8.22881869	8.503825738	9.558420713	9.271463028	7.864186145	8.813781191
C1_02310C_A	8.184875343	8.487840034	8.103287808	7.426264755	8.087462841	8.108524457	7.960001932	7.894817763
C1_02320C_A	10.65999589	10.68999797	10.12023788	10.24911345	11.0409746	11.01959073	10.41574177	10.47978026
C1_02330C_A	14.13723133	14.40047922	13.53770375	11.97906787	9.002815016	9.038918989	10.29691621	9.743151394
C1_02350W_A	9.672425342	10.27844946	9.73470962	8.832890014	10.00982862	9.975847968	8.794415866	9.252665432
C1_02360C_A	5.129283017	5.357552005	4.95419631	6.794415866	7.554588852	7.539158811	5.523561956	5.882643049
C1_02370C_A	9.167418146	10.04439412	11.28771238	12.72451385	10.906139	10.9432474	11.64970527	11.72280753
C1_02380C_A	7.169925001	6.459431619	7.523561956	7.707359132	8.247927513	8.154818109	8.335390355	8.577428828
C1_02390W_A	9.276124405	9.016808288	10.00702727	10.5574637	11.21613956	11.13955135	10.73555602	10.94617524
C1_02400C_A	6.523561956	7.700439718	8.665335917	9.142107057	9.415741768	9.057991723	8.614709844	9.592457037
C1_02410C_A	9.808964175	10.07547915	9.616548844	9.513727596	9.4325419	9.25502857	9.392317423	9.642051693
C1_02420C_A	11.15797845	11.68868742	12.59688857	13.23765812	13.22836778	13.25488099	12.7874945	12.87632509
C1_02430C_A	11.01402047	11.97262086	12.5980525	12.80231441	12.86553997	12.88683971	12.25384748	12.03101191
C1_02440C_A	8.459431619	8.751544059	10.30263892	11.65865779	12.07380685	12.07079181	11.1221809	11.29289676
C1_02450C_A	6.569855608	8.154818109	9.129283017	8.257387843	9.159871337	8.897845456	7.06608919	8.033423002
C1_02460W_A	15.85934065	15.93737382	15.58827544	15.23365712	16.37169158	16.45816627	14.53940118	14.61470984
C1_02470W_A	6.87036472	7.055282436	6.339850003	6.569855608	7.044394119	7.392317423	6.977279923	7.129283017
C1_02480W_A	12.21886591	12.01402047	11.85369942	11.21310422	11.88683971	11.5863707	11.57080444	12.03891899
C1_02490C_A	9.47370575	9.856425529	9.733015322	9.77478706	10.79360331	10.71681946	9.569855608	10.06069593
C1_02500W_A	8.495855027	8.584962501	8.807354922	8.912889336	10.22400167	10.18735207	10.81297947	10.83841608
C1_02510W_A	9.147204925	9.388017285	9.491853096	9.202123824	10.27612441	10.23361968	10.69957245	10.62479546
C1_02520W_A	1.584962501	1	2	4.392317423	6.768184325	6.918863237	4.169925001	3.906890596
C1_02530C_A	10.67860014	11.61194694	8.45532722	7.906890596	10.96000193	10.94617524	10.61930296	10.39553414
C1_02560W_A	3.700439718	2.584962501	2.584962501	1.584962501	3.321928095	2.807354922	2.321928095	2.321928095
C1_02570C_A	6.95419631	6.22881869	5.882643049	5.523561956	7.475733431	7.700439718	4.807354922	5.977279923
C1_02580W_A	4.523561956	4.392317423	3.459431619	4.906890596	7.139551352	6.918863237	5.321928095	5.087462841
C1_02590C_A	12.71102162	13.20166449	11.28193003	11.42731284	11.50034397	11.54351522	13.7809498	13.36276574
C1_02600W_A	10.30378075	11.4152136	10.23840474	8.717676423	9.337621902	9.37721053	11.08015131	10.61930296
C1_02610W_A	8.924812504	10.06204614	10.98299357	10.58683979	11.09275714	11.10131915	10.11113567	10.27029533
C1_02620C_A	12.79299359	12.93424373	13.24272754	11.85642553	12.49859993	12.5112585	12.8004955	12.16898544
C1_02630C_A	8.413627929	7.882643049	9.491853096	8.903881846	9.459431619	9.499845887	7.857980995	7.900866808
