gene_name	Control_Rep.A	Control_Rep.B	Treat1_Rep.A	Treat1_Rep.B	Treat2_Rep.A	Treat2_Rep.B	Treat3_Rep.A	Treat3_Rep.B
C2_10590W_A	9.759888183	10.85408918	9.787902559	9.588714636	9.368506462	9.531381461	10.3553511	9.77478706
C2_10600W_A	8.607330314	8.247927513	9.25502857	8.710806434	9.319672121	9.479780264	9.567956075	9.144658243
C2_10610W_A	10.28077077	10.35093918	10.22641219	9.192292814	11.50233458	11.62250945	12.39526635	12.11634396
C2_10620W_A	15.27237464	15.5070513	14.92870342	14.22196466	10.83605036	10.91960824	12.74483384	11.91849059
C2_10630W_A	8.77148947	8.321928095	8.139551352	8.577428828	9.850186838	9.971543554	9.820178962	9.312882955
C2_10640C_A	10.36850646	10.19721669	10.96289601	10.06474276	9.703903573	9.938109326	9.856425529	9.763212367
C2_10650W_A	6.727920455	5.64385619	5.95419631	5.584962501	6.918863237	7.06608919	9.571752644	8.475733431
C2_10660W_A	9.906890596	9.787902559	9.861086906	8.982993575	10.71938882	10.70994538	9.805743872	9.503825738
C2_10670W_A	12.79319686	12.42809841	12.40407714	12.67551604	13.68682877	13.8419574	13.4603279	13.28308835
C2_10680W_A	10.47269084	10.04302728	9.469641817	10.25738784	11.18735207	11.26091953	9.796039609	9.611024797
C2_10690W_A	13.98628649	11.98334993	13.96893673	14.49997042	13.08414401	13.17523765	13.60952505	13.83061424
C2_10700C_A	10.18982456	10.23122118	10.50680344	10.62296694	11.48179943	11.52601011	11.60130653	11.14338321
C2_10710W_A	12.32951607	12.69544581	12.68321395	12.03789009	11.58120058	11.69043456	12.35480034	11.86611979
C2_10720C_A	10.55170826	10.50382574	10.35424938	10.01680829	10.87344411	10.87881728	11.53284291	11.12153352
C2_10730W_A	5.930737338	6.409390936	7.321928095	7.303780748	8.882643049	8.864186145	6.807354922	6.768184325
C2_10740C_A	9.862637358	10.48179943	11.68562484	11.33817925	12.67441298	12.77045742	11.18053081	11.11504365
C2_10750C_A	11.13314221	10.97656412	11.23720996	11.8008999	12.42180186	12.58261245	12.28713519	12.23601419
C2_10760C_A	10.52356196	10.43775207	10.8153833	10.59152235	11.50828999	11.61378946	11.36413466	11.09473751
C2_10770W_A	9.231221181	9.436711542	9.948367232	9.076815597	9.896332404	9.985841937	9.958552715	9.30833903
C2_10780C_A	7.894817763	7.781359714	8.519636253	9.335390355	10.03617361	10.07948478	8.6794801	8.475733431
C2_10790C_A	9.337621902	9.499845887	9.943979914	9.957102042	10.15987134	10.23840474	10.17617315	9.594324604
C2_10800W_A	2.807354922	2.807354922	2.807354922	3.169925001	6.087462841	4.95419631	3.321928095	3.321928095
C2_10810W_A	9.337621902	9.487840034	10.37503943	9.571752644	9.938109326	9.942514505	9.202123824	8.909893084
C2_10820C_A	9.681238412	10.18982456	10.83841608	10.70303839	11.03273453	11.11634396	10.13057056	10.10590851
C2_10830W_A	8.909893084	8.693486957	8.658211483	8.303780748	8.665335917	8.787902559	9.552669098	8.816983623
C2_10840W_A	9.157346935	8.897845456	9.611024797	9.936637939	10.45840661	10.59991284	10.32530546	10.04028972
C2_10850C_A	10.48280796	10.99435344	11.61608931	11.97046544	12.48784003	12.6103328	11.9432474	11.8482317
C2_10860C_A	12.54665335	12.42022342	12.49360531	12.35038674	12.56104923	12.68211676	12.26590801	11.82773965
C2_10870W_A	9.370687407	8.581200582	8.768184325	9.121533517	9.939579214	10.10066234	10.08480839	9.388017285
C3_00010C_A	6.686500527	7.033423002	6.700439718	8.74819285	11.11569395	11.23959853	8.189824559	7.942514505
C3_00020W_A	0	0	0	0	0	0	0	0
C3_00030C_A	9.250298418	9.355351096	9.483815777	11.63526466	13.6255947	13.7841236	10.67242534	10.69087101
C3_00040W_A	0	0	0	0	0	0	0	0
C3_00050C_A	6.285402219	5.523561956	5.584962501	6.189824559	7.451211112	7.499845887	7.199672345	6.882643049
C3_00060W_A	6.87036472	6.584962501	7.845490051	8.758223215	7.8008999	7.693486957	9.603626345	9.182394353
C3_00090W_A	15.18564978	15.37395266	14.77200522	14.10517192	10.98513037	11.11829223	12.183015	11.26385602
C3_00100W_A	7.73470962	8.348728154	9.28077077	8.233619677	8.714245518	8.921840937	7.129283017	6.584962501
C3_00110C_A	11.75739001	11.2772874	11.54930337	11.34928123	11.90048948	12.00105627	11.80654962	11.45069577
C3_00120W_A	0	0	0	0	0	0	0	0
C3_00130C_A	10.5526691	10.49085088	10.03617361	10.68737568	11.197831	11.42992974	10.29920802	10.85642553
C3_00140W_A	0	0	0	0	0	0	0	0
C3_00150W_A	0	0	0	0	0	0	0	0
C3_00160C_A	10.11374217	10.4918531	10.12282799	9.824958741	10.45943162	10.67419227	9.997179481	9.923327485
C3_00170C_A	10.87958325	10.94836723	9.812177306	9.560332834	9.926295995	9.933690655	10.03891899	9.663558104
C3_00180C_A	8.994353437	8.54689446	7.159871337	8.447083226	9.876516947	9.857980995	7.483815777	7.169925001
C3_00190W_A	0	0	0	0	0	0	0	0
C3_00200C_A	12.01262454	11.72536626	11.83644491	11.54061241	12.26091953	12.43801209	12.1049263	11.71896091
C3_00210C_A	7.108524457	6.95419631	6.209453366	5.857980995	6.700439718	6.781359714	5.977279923	5.857980995
C3_00220W_A	6.906890596	6.700439718	4.392317423	6.95419631	9.984418459	10.13442632	10.47065887	10.30149619
C3_00230C_A	1	0	1	1.584962501	3.459431619	3.169925001	3.584962501	3.807354922
C3_00240C_A	12.78238399	12.50779464	12.58848041	12.52405192	13.31967212	13.39124359	13.63753055	13.30320995
C3_00250C_A	11.54737656	12.51397427	12.40301202	11.77066389	11.45789384	11.54012804	10.509775	10.48582931
C3_00260C_A	12.25886043	11.98726401	11.08015131	11.06272077	10.70130646	10.87498135	10.48784003	10.43879185
C3_00270C_A	10.52649924	10.25502857	10.64565843	10.30263892	11.38100211	11.5137276	11.89935692	11.71639079
C3_00280C_A	9.252665432	9.330916878	10.01541505	10.2737956	10.77396337	10.91662592	10.42836017	10.26678654
C3_00290W_A	13.28929847	13.07631457	13.3278333	13.53466764	14.4523056	14.54139916	13.85243197	13.74682919
C3_00300W_A	9.436711542	9.250298418	10.09407769	9.77478706	10.8587581	10.87574935	10.09143539	10.03479896
C3_00310C_A	8.761551232	7.95419631	8.276124405	8.233619677	9.571752644	9.73470962	9.06608919	8.985841937
C3_00320W_A	15.73301532	14.60403193	14.99810557	13.98895091	8.971543554	9.06608919	10.99223026	11.92407019
C3_00330W_A	10.42311591	10.85252951	11.75196241	10.9076418	11.42836017	11.48984796	10.32080055	10.48381578
C3_00340W_A	7.672425342	9.184875343	9.832890014	9.118941073	8.968666793	8.945443836	8.164906927	7.857980995
C3_00350W_A	9.172427509	9.350939182	9.899356923	9.317412614	10.25029842	10.36632221	9.693486957	9.411510988
C3_00360W_A	6.539158811	7.348728154	9.278449458	10.74399286	9.826548487	10.09934781	11.65687173	11.04780555
C3_00370C_A	8.092757141	9.415741768	10.49485558	9.95419631	10.37721053	10.47065887	9.796039609	9.491853096
C3_00380C_A	9.154818109	9.105908509	9.411510988	9.744833837	10.34207467	10.48582931	9.941047606	9.964340868
C3_00390W_A	8.375039431	7.515699838	7.459431619	7.366322214	8.17990909	8.224001674	7.459431619	7.383704292
C3_00400C_A	8.503825738	7.108524457	6.807354922	7.087462841	8.832890014	8.781359714	7.108524457	7.62935662
C3_00410C_A	5.614709844	5.584962501	6.321928095	6.569855608	6.50779464	6.475733431	5.426264755	6
C3_00420W_A	10.38478375	10.25384748	10.75154406	10.906139	10.99010396	11.02306125	10.215533	10.3858624
C3_00430W_A	6.714245518	6.285402219	6.247927513	6.930737338	7.569855608	7.54689446	6.189824559	6.339850003
C3_00440W_A	7.276124405	6.584962501	6.942514505	7.357552005	8.13442632	8.164906927	6.781359714	6.614709844
C3_00450C_A	11.47015044	12.43201985	12.31316648	12.18177344	11.99116751	12.13089227	11.21674586	11.2366122
C3_00460W_A	13.86766485	13.86321835	13.31854281	13.28439036	12.46709603	12.53089398	13.10934097	12.6891244
C3_00470W_A	10.96289601	10.70303839	10.99081308	10.67595703	11.70606427	11.74903138	11.39339046	11.26678654
C3_00480C_A	10.83209885	9.317412614	10.64205169	10.68123841	11.32923574	11.46811489	10.60547952	10.88798213
C3_00490W_A	11.03686045	10.49984589	10.74230944	11.00982862	11.3553511	11.40620501	10.64925618	10.51274046
C3_00500C_A	9.169925001	8.607330314	9.103287808	8.758223215	9.871905238	10.06474276	8.744833837	8.794415866
C3_00510W_A	8.247927513	7.761551232	8.396604781	8.290018847	9.831307244	9.902375114	8.675957033	8.459431619
C3_00520W_A	9.933690655	9.616548844	9.77148947	9.599912842	10.67683861	10.68737568	11.04165915	10.82416321
C3_00530C_A	8.888743249	9.573647187	10.40194612	10.04302728	10.2911707	10.40832974	9.856425529	9.761551232
C3_00540C_A	9.400879436	9.079484784	8.888743249	9.052568051	9.703903573	9.789533645	10.01541505	9.813781191
C3_00550C_A	13.23092109	12.3379006	12.51249357	12.37068741	11.93405939	12.03548645	11.83130724	11.77066389
C3_00560C_A	9.663558104	10.27844946	10.8917837	9.923327485	10.8153833	10.90237511	10.65463603	10.5943246
C3_00570C_A	10.10721708	10.39981196	11.11504365	10.92332749	10.46250227	10.53138146	10.357552	10.13955135
C3_00580W_A	9.262094845	9.548821908	10.03204573	10.44501485	10.70390357	10.79766153	9.622051819	9.575539247
C3_00590W_A	0	0	0	0	0	0	0	0
C3_00600W_A	8.960001932	5.357552005	6.285402219	6.459431619	6.781359714	6.781359714	4.584962501	5.392317423
C3_00610W_A	9.651051691	9.310612782	9.519636253	9.147204925	9.766528909	9.727920455	9.599912842	9.584962501
C3_00620C_A	9.475733431	9.250298418	9.501837185	9.33315535	9.82336724	9.828136484	8.909893084	8.936637939
C3_00630W_A	10.75655632	10.31061278	10.92851838	10.94617524	11.76859788	11.85564717	11.26561505	11.29174628
C3_00640W_A	10.12023788	10.33091688	10.5943246	9.896332404	10.78953364	10.74146699	10.32418055	10.10197567
C3_00650W_A	5.672425342	6.209453366	6.539158811	7.839203788	8.761551232	8.77148947	6.87036472	6.672425342
C3_00660W_A	8.503825738	8.682994584	10.203348	9.980139578	10.51865316	10.51668495	8.668884984	9.063395081
C3_00670C_A	10.72280753	10.85720347	10.92555444	11.58402294	10.6635581	10.77725532	11.18735207	10.87498135
C3_00680C_A	0	0	0	0	0	0	0	0
C3_00690C_A	9.625708843	9.485829309	9.967226259	9.722807531	10.60547952	10.69609817	10.52649924	10.30833903
C3_00700W_A	8.686500527	8.930737338	9.396604781	9.632995197	10.21431912	10.23002044	9.722807531	9.894817763
C3_00710W_A	11.00351791	11.1401907	10.97584797	9.821773982	10.92703717	10.93147623	12.53235593	12.27903014
C3_00720W_A	12.47345209	12.58660526	12.5456885	11.85642553	9.592457037	9.871905238	10.76652891	10.6329952
C3_00730W_A	9.843921051	10.29347165	11.52258153	12.35617683	11.44914865	11.47015044	11.25443815	11.54158066
C3_00740W_A	0	0	0	0	0	0	0	0
C3_00750W_A	8.764871591	8.807354922	9.136991112	9.199672345	9.792790294	9.682994584	8.519636253	8.918863237
C3_00760W_A	11.03960452	10.92109709	10.98584194	10.89102419	11.38694025	11.34651373	12.02548566	11.8372337
C3_00770C_A	12.38046107	12.16490693	12.51963625	12.72238064	13.32403987	13.34346334	12.71188203	12.69957245
C3_00780W_A	9.095397023	9.596189756	10.2179577	11.23182118	10.83841608	10.90914305	10.29920802	10.20823436
C3_00790W_A	9.098032083	9	9.368506462	10.39124359	10.28193003	10.38046107	9.826548487	9.812177306
C3_00800W_A	10.50183718	9.955649908	10.47573343	10.74315139	10.14210706	10.31967212	10.75655632	10.26561505
C3_00810C_A	9.430452552	9.202123824	7.087462841	7.924812504	10.23122118	10.26912668	8.098032083	8.262094845
C3_00820W_A	11.65015421	10.98726401	10.91737208	10.83605036	11.28424575	11.32642949	10.34318572	10.39446269
C3_00830C_A	11.00281502	11.15734694	11.12023788	11.14402087	11.65821148	11.73301532	10.93884446	10.96506276
C3_00840C_A	7.851749041	8.927777962	9.552669098	8.897845456	8.906890596	8.876516947	7.562242424	7.924812504
C3_00850C_A	12.56581611	12.02271457	11.99506047	12.64992976	12.8938703	13.04627141	13.18595944	13.30862345
C3_00860W_A	9.754887502	9.851749041	10.01820018	10.23720996	8.839203788	8.906890596	9.906890596	9.350939182
C3_00870W_A	0	1.584962501	1.584962501	2.807354922	4.169925001	3.906890596	0	1
C3_00880W_A	12.9242558	13.10263189	11.60594244	11.9199806	13.36098422	13.49247913	12.19997901	12.30178196
C3_00890C_A	8.654636029	9.124121312	9.64385619	9.631177056	10.06339508	10.19967234	9.884170519	9.659995892
C3_00900C_A	10.05528244	10.12799432	10.32080055	10.17990909	10.93147623	11.04234338	10.91513245	10.78135971
C3_00910W_A	7.055282436	7.087462841	8.430452552	8.864186145	9.781359714	9.813781191	8.588714636	8.50779464
C3_00920W_A	1.584962501	2.807354922	1	1.584962501	3	2.584962501	2	2
C3_00930W_A	9.577428828	9.779719355	8.781359714	8.144658243	6.754887502	6.930737338	6.741466986	5.977279923
C3_00940W_A	11.68079903	10.97369737	11.21431912	11.49335512	12.41996018	12.49485558	12.04916787	11.82535634
C3_00950C_A	8.807354922	8.854868383	9.48984796	8.832890014	9.957102042	9.984418459	8.930737338	9.019590728
C3_00960W_A	8.703903573	9.184875343	9.517669388	9.434628228	10.14974712	10.21674586	9.447083226	9.566054038
C3_00980W_A	9.779719355	9.903881846	10.43567026	10.28540222	10.31854281	10.25029842	10.05528244	10.21916852
C3_00990C_A	3	3	3.169925001	3	4.857980995	4.95419631	2.584962501	2.321928095
C3_01000W_A	10.12799432	10.9794252	11.59479112	10.18611424	11.43983088	11.47471995	9.914385132	9.942514505
C3_01010W_A	1	1	0	1	2.321928095	2.807354922	0	0
C3_01020W_A	9.06608919	8.903881846	8.77148947	8.071462363	9.355351096	9.513727596	10.5028318	10.2644426
C3_01030W_A	10.82972274	10.84784036	10.96000193	10.9248125	11.20579325	11.0202855	10.62753388	11.05799172
C3_01040C_A	6.686500527	5.832890014	5.781359714	5.169925001	6.781359714	6.614709844	4.523561956	4.95419631
C3_01050C_A	0	0	0	0	0	0	0	0
C3_01060W_A	3.584962501	3.459431619	3.584962501	3.459431619	6.044394119	6.409390936	5.169925001	5.700439718
C3_01070C_A	7.965784285	7.636624621	7.888743249	8.174925683	9.485829309	9.063395081	8	9.06608919
C3_01080W_A	8.97441459	9.603626345	9.573647187	9.675957033	9.952741247	10.01262454	9.491853096	9.596189756
C3_01090W_A	8.965784285	8.933690655	7.820178962	7.21916852	7.022367813	7.199672345	6.930737338	7.055282436
C3_01100W_A	8.854868383	8.73470962	9.136991112	6.894817763	8.864186145	8.764871591	10.84784036	10.65553072
C3_01110C_A	3.807354922	4.700439718	5.977279923	6.209453366	7.622051819	7.348728154	6.14974712	6.426264755
C3_01120W_A	8.475733431	8.622051819	9.167418146	9.238404739	10.25266543	10.06204614	9.659995892	10.027906
C3_01130C_A	7.554588852	5.554588852	5.129283017	5.614709844	10.45943162	10.45943162	11.11569395	11.10328781
C3_01140W_A	7.055282436	7.693486957	7.839203788	7.965784285	9.233619677	8.842350343	8.204571144	8.77807713
C3_01150C_A	8.980139578	9.471675214	10.65642486	10.25384748	10.49485558	10.31174832	9.970105891	10.5849625
C3_01160W_A	10.63117706	10.68650053	11.28944258	11.91811785	11.94068065	11.97548976	11.57506646	11.59479112
C3_01170W_A	10.26209485	10.58777752	10.65731845	10.40939094	10.69348696	10.79279029	10.3553511	10.42206477
C3_01180C_A	10.79766153	10.15101654	9.663558104	10.8963324	12.06911406	12.13538865	11.28424575	11.06137119
C3_01190C_A	9.853309555	10.02236781	10.40620501	10.56414949	11.08613623	11.17554955	11.07012094	11.03479896
C3_01200W_A	9.45532722	10.27612441	10.73047014	10.12412131	11.39124359	11.357552	8.483815777	8.982993575
C3_01210C_A	11.06676193	10.70649602	10.59898297	10.51569984	11.05663772	11.11699368	10.94104761	10.92555444
C3_01220W_A	9.142107057	8.413627929	8.285402219	8.262094845	9.658211483	9.413627929	8.038918989	8.807354922
C3_01230C_A	3.700439718	2.584962501	3	3.459431619	6.62935662	6.714245518	5.584962501	5.523561956
C3_01250W_A	9.717676423	10.2227949	10.33985	10.73131903	11.05528244	11.07347215	11.38100211	11.2911707
C3_01260C_A	8.77807713	8.84862294	9.055282436	9.189824559	9.11113567	9.167418146	8.17990909	8.049848549
C3_01270W_A	2	1.584962501	3	1	3.700439718	3.700439718	2.584962501	2.584962501
C3_01280W_A	9.575539247	9.152284842	8.727920455	7.584962501	8.596189756	8.539158811	9.438791853	9.33315535
C3_01290W_A	2.584962501	4.247927513	4.64385619	0	3.169925001	3.584962501	3.807354922	4.169925001
C3_01300C_A	7.960001932	8.873444113	9.124121312	4.754887502	7.087462841	7.209453366	7.977279923	8.405141463
C3_01310W_A	7.169925001	7.62935662	9.108524457	8.184875343	10.53527538	10.48884435	10.18487534	10.56319627
C3_01320C_A	9.079484784	8.787902559	8.625708843	10.05120894	9.912889336	9.787902559	10.62662165	10.59525748
C3_01330W_A	8.491853096	8.936637939	9.411510988	9.682994584	10.03617361	9.914385132	9.348728154	9.556506055
C3_01340W_A	6.209453366	6.599912842	6.87036472	7.118941073	8.326429487	8.388017285	6.930737338	7.209453366
C3_01350C_A	8.77148947	9.736401931	9.856425529	8.873444113	9.038918989	9.169925001	8.787902559	8.73809226
C3_01360C_A	10.92407019	10.62753388	9.22881869	9.37286506	10.35093918	10.41256985	9.871905238	9.756556323
C3_01370C_A	4.95419631	4.95419631	4	5.044394119	6.285402219	6.169925001	1.584962501	2.321928095
C3_01390C_A	10.10328781	10.36850646	11.11634396	11.40832974	11.7809498	11.64295422	11.44449729	11.83407595
C3_01400W_A	10.30833903	10.01680829	9.853309555	9.726218159	10.6329952	10.39660478	10.62021983	10.88722062
C3_01410C_A	11.34318572	11.53186878	10.76652891	10.70390357	10.62753388	10.36632221	9.842350343	10.17492568
C3_01420C_A	8.8008999	9.068778278	7.64385619	7.357552005	9.041659152	9.076815597	8.076815597	7.900866808
C3_01430W_A	6	7.651051691	9.030667136	7.531381461	8.77478706	8.921840937	7.442943496	7.693486957
C3_01440C_A	4.169925001	3.584962501	3.807354922	3	5.247927513	5.285402219	2.807354922	3.700439718
C3_01450C_A	8.647458426	8.87036472	9.027905997	8.339850003	9.693486957	9.686500527	7.303780748	8.247927513
C3_01460C_A	9.533329732	9.453270634	7.948367232	8.124121312	10.32755264	10.47775827	8.339850003	8.353146825
C3_01470W_A	10.81698362	10.46658634	9.675957033	8.491853096	9.871905238	9.851749041	10.43983088	10.84077792
C3_01480C_A	8.965784285	9.579315938	8.675957033	6.614709844	8.247927513	8.28077077	7.022367813	6.988684687
C3_01490W_A	14.86079601	15.21632905	14.60194485	13.16553514	11.10459875	11.183015	10.51471405	9.97441459
C3_01500C_A	10.80574387	10.50779464	10.74986943	10.28886607	11.09539702	11.1376316	11.18611424	11.07815081
C3_01510W_A	9.911391988	9.531381461	9.794415866	9.894817763	10.19229281	10.2737956	9.68474862	9.632995197
C3_01520C_A	10.13442632	11.38640142	12.57506646	11.89481776	11.34318572	11.40992124	11.04507705	10.78708632
C3_01530C_A	9.59058705	10.02652344	10.35645197	10.93810933	12.56581611	12.64272864	10.33315535	10.44811631
C3_01540W_A	13.9562854	11.42888355	10.03066714	7.599912842	3.321928095	4	8.74819285	7.312882955
C3_01550C_A	12.78545247	13.00877875	13.33998915	13.29648609	12.29001885	12.39070637	12.77025093	12.34845154
C3_01560W_A	9.475733431	10.43462823	11.18363538	9.829722735	10.91960824	10.96866679	10.00140819	10.00140819
C3_01570W_A	9.319672121	8.744833837	9.364134655	9.259743264	10.23840474	10.25384748	9.285402219	9.390168956
C3_01580W_A	7.721099189	7.832890014	8.038918989	8.06608919	8.321928095	8.503825738	7.442943496	7.417852515
C3_01590W_A	8.714245518	8.665335917	8.731319031	9.057991723	9.184875343	9.355351096	8.357552005	8.344295908
C3_01600W_A	11.2227949	10.83289001	10.49485558	10.60362634	10.52747701	10.54012804	10.65015421	10.59339112
C3_01610W_A	13.43306377	13.41124615	12.57175264	12.30121037	12.13795173	12.22370008	12.43514934	12.12734954
C3_01620W_A	7.741466986	7.098032083	7	8.118941073	8.707359132	8.700439718	7.95419631	8.044394119
C3_01630W_A	12.79116289	12.60802375	12.40194612	12.20762447	12.36741475	12.43827206	12.45609768	12.45532722
C3_01640C_A	3.700439718	2	3.321928095	5.807354922	6.727920455	6.357552005	4.857980995	4.321928095
C3_01660W_A	8.491853096	8.375039431	8.897845456	8.535275377	9.353146825	9.434628228	8.625708843	8.675957033
C3_01670W_A	10.47269084	10.27612441	10.46964182	10.07012094	10.96144969	11	10.24079133	10.18363538
C3_01680C_A	9.105908509	8.169925001	7.312882955	5.64385619	8.54303182	8.475733431	8.071462363	8.224001674
C3_01690W_A	9.385862401	9.419960178	9.696967526	9.8008999	9.677719642	9.856425529	10.3586512	10.04028972
C3_01700W_A	10.94909716	11.01122726	11.50878516	11.71467483	12.10787091	12.09803208	11.35810171	11.50581155
C3_01710C_A	7.199672345	9.285402219	11.34096276	11.91587938	11.10197567	11.05188866	9.894817763	10.07280253
C3_01720C_A	12.46454575	12.2285181	12.32333629	12.21340804	13.37014248	13.32628903	13.20808191	13.46288565
C3_01730C_A	11.01332267	11.32023645	11.92146906	11.75028827	12.11276528	12.09803208	12.59735425	12.50928017
C3_01740C_A	1	0	0	1.584962501	2	2	1	2
C3_01750C_A	9.881113961	9.517669388	9.47370575	9.791162889	10.58120058	10.54109662	10.60455323	10.66444728
C3_01760W_A	10.93810933	11.65239686	12.07313738	12.35176744	12.66066448	12.73956967	11.80413102	11.92332749
C3_01770C_A	9.390168956	8.882643049	10.11113567	9.997179481	10.2467406	10.33873638	9.997179481	9.805743872
C3_01780C_A	7.129283017	7.118941073	6.820178962	5.700439718	6.918863237	6.95419631	5.614709844	5.807354922
C3_01790C_A	9.144658243	8.751544059	8.97441459	9.076815597	10.23481743	10.37286506	9.477758266	9.971543554
C3_01800C_A	9.11113567	10.09011242	10.14593215	10.30263892	10.1176431	10.24911345	10.37395266	10.16616308
C3_01810C_A	13.12670447	13.24138736	13.0001761	12.84568606	13.41349571	13.45121111	13.69196156	13.7655969
C3_01820W_A	9.312882955	8.527477006	8.50779464	8.787902559	10.27961058	10.15860969	9.802516365	9.733015322
C3_01830C_A	8.139551352	9.187352073	10.11894107	9.550746785	9.73809226	9.649256178	9.189824559	9.400879436
C3_01850W_A	9.533329732	11.09934781	11.22641219	10.87728413	10.69435789	10.66266838	8.791162889	9.2644426
C3_01860C_A	12.31656439	12.35011044	12.56605404	12.21462269	12.29863541	12.33901487	11.79928162	11.79644526
C3_01880W_A	8.791162889	9.209453366	9.346513733	9.390168956	10.02513956	9.766528909	9.105908509	9.656424863
C3_01890C_A	11.51569984	11.39339046	10.92925841	11.81938079	11.73555602	11.84979602	12.0202855	12.02997735
C3_01900C_A	9.11113567	8.238404739	7.721099189	7.417852515	8.77478706	8.672425342	9.618385502	9.430452552
C3_01910C_A	10.72451385	10.16616308	9.949826711	9.794415866	10.03204573	10.19352536	9.424166289	9.533329732
C3_01930W_A	6.794415866	6.189824559	6.169925001	5.584962501	8.483815777	8.523561956	6.044394119	5.392317423
C3_01940C_A	11.46096776	9.651051691	9.958552715	9.850186838	10.20457114	10.29920802	9.658211483	9.792790294
C3_01950C_A	11.17242751	10.56414949	10.47876962	10.79928162	10.94690627	10.86263736	10.43045255	10.54399845
C3_01960C_A	10.72451385	10.58777752	9.527477006	9.501837185	10.4419067	10.55362929	10.00702727	9.955649908
C3_01970C_A	3.459431619	3.807354922	4	5.169925001	5	5.247927513	1	2
C3_01980C_A	10.14974712	10.34540525	9.638435914	9.09011242	9.182394353	9.335390355	8.618385502	8.405141463
C3_01990W_A	12.40407714	12.28250931	12.44423844	12.20487677	12.88436134	12.92999806	12.53867395	12.41442098
C3_02000W_A	10.13185696	10.033423	10.53818893	10.64745843	11.75070699	11.85992297	10.49984589	10.69087101
C3_02010C_A	4.906890596	3.906890596	5.209453366	6.022367813	7.451211112	7.400879436	4.459431619	4.459431619
C3_02020W_A	9.97441459	10.48784003	11.08081753	9.753216749	10.81297947	10.95419631	8.791162889	8.813781191
C3_02030W_A	9.87036472	10.70043972	12.10525378	12.43410693	13.06743436	13.15180936	12.33427329	12.22881869
C3_02040C_A	7.73470962	8.873444113	10.03479896	9.172427509	8.968666793	8.906890596	7.839203788	7.826548487
C3_02060W_A	5.523561956	5.044394119	2.807354922	4	5.209453366	5.087462841	4	4.392317423
C3_02070C_A	4.169925001	3.700439718	4.087462841	3.906890596	6.409390936	6.741466986	5.523561956	5.614709844
C3_02080W_A	9.813781191	9.116343961	9.35974956	8.826548487	9.911391988	9.97441459	10.09803208	10.215533
C3_02090C_A	10.36303963	9.885696373	10.72792045	10.49485558	11.48683502	11.54158066	11.02859678	10.94544384
C3_02100W_A	9.231221181	9.084808388	9.493855449	8.686500527	10.12928302	10.2467406	9.87036472	9.622051819
C3_02110W_A	15.37123213	15.68540583	15.00864746	14.12161446	11.79156991	11.90011206	12.1424262	11.59385794
C3_02120W_A	10.16490693	9.938109326	9.764871591	9.581200582	10.22158712	10.18239435	10.203348	10.16113188
C3_02130W_A	9.594324604	10.46147945	11.19290922	9.912889336	10.63208641	10.46454575	8.791162889	9.233619677
C3_02140C_A	9.668884984	8.95419631	8.942514505	8.603626345	9.982993575	9.911391988	12.50655553	12.30976054
C3_02150C_A	11.74861218	12.4152136	11.53332973	10.92109709	9.83447105	9.764871591	9.87958325	9.796039609
C3_02160C_A	11.29806257	11.24376903	11.42469119	11.34928123	12.2772874	12.32249154	11.75112558	11.8317031
C3_02170C_A	12.19967234	11.70433597	11.45532722	11.73216743	12.2273151	12.25296104	12.0261776	11.92518352
C3_02180C_A	11.32080055	11.47421294	11.70994538	10.62113611	9.797661526	9.820178962	8.751544059	8.511752654
C3_02190C_A	11.17180229	11.30947635	10.93221475	10.88264305	10.56510208	10.69783636	11.23541594	10.906139
C3_02200W_A	4.087462841	4.857980995	5.247927513	4.807354922	6.357552005	6.475733431	5.906890596	5.523561956
C3_02210C_A	10.14847658	10.34318572	10.55554777	10.14465824	10.74230944	10.53430288	9.52160044	10.10983065
C3_02220W_A	11.16553514	11.40514146	12.99823782	13.62730588	13.49097619	13.54327354	13.36221782	13.01837407
C3_02230C_A	10.00562455	10.11374217	10.35645197	10.44604941	11.04984855	11.02652344	10.75905594	10.83683936
C3_02240C_A	10.34872815	10.41468524	10.95782756	10.94544384	11.38316426	11.37014248	12.26912668	12.15450169
C3_02250C_A	0	1.584962501	2.584962501	3.169925001	5.169925001	4.95419631	3	2.584962501
C3_02260C_A	11.02306125	11.0768156	11.07146236	11.58590145	11.81618368	11.91923579	11.033423	11.06676193
C3_02270W_A	6.266786541	7.199672345	7.209453366	7.129283017	8.8008999	8.503825738	8.071462363	8.400879436
C3_02280C_A	12.30035256	12.43593065	12.59058705	12.05154884	13.75832733	13.73798667	14.21697316	14.14633001
C3_02290W_A	8.829722735	8.891783703	7.700439718	7.592457037	8.46760555	8.581200582	7.820178962	8.596189756
C3_02300W_A	8.903881846	7.098032083	9.659995892	9.499845887	9.87958325	9.84862294	8.30833903	8.794415866
C3_02310W_A	11.59758704	10.74399286	7.658211483	5.977279923	6.108524457	6.303780748	6.930737338	7.977279923
C3_02320W_A	12.73174329	13.39566801	15.0168518	12.44863257	12.34928123	12.41758884	12.07581338	11.56795608
C3_02330C_A	4.700439718	3.459431619	3.584962501	3.700439718	7.14974712	6.539158811	5.321928095	5.832890014
C3_02340W_A	6.95419631	6.189824559	7.409390936	5.977279923	7.936637939	7.807354922	7.693486957	8.087462841
